time(sec), p_des[0], p_des[1], p_des[2], p_des[3], p_des[4], p_des[5], p_meas[0], p_meas[1], p_meas[2], p_meas[3], p_meas[4], p_meas[5]
55.901, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
55.911, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
55.921, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
55.931, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
55.941, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
55.951, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
55.961, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
55.971, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
55.981, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
55.991, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56.001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56.011, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56.021, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56.031, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56.041, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56.051, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56.061, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56.071, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56.081, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56.091, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56.102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56.112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56.121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56.131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56.141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56.151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56.161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
56.171, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 0
56.181, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 0
56.191, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 0
56.201, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 0
56.211, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 0
56.221, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 234
56.231, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 101
56.241, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 101
56.252, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 260
56.261, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 181
56.271, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 178
56.281, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 242
56.291, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 237
56.301, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 241
56.311, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 247
56.321, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 258
56.331, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 262
56.342, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 265
56.351, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 269
56.361, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 271
56.371, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 272
56.382, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 274
56.391, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 275
56.401, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 276
56.411, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 276
56.421, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 277
56.431, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 278
56.441, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 278
56.451, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 278
56.461, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 278
56.471, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 278
56.481, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 278
56.491, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 278
56.502, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 278
56.512, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 278
56.521, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 278
56.531, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 278
56.541, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 278
56.551, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 278
56.561, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 277
56.571, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 277
56.581, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 277
56.591, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 277
56.601, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 277
56.611, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 277
56.621, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 277
56.631, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 277
56.641, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 277
56.652, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 276
56.661, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 276
56.671, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 276
56.681, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 276
56.691, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 276
56.701, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 276
56.711, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 276
56.721, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 275
56.731, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 275
56.741, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 275
56.751, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 275
56.761, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 275
56.771, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 275
56.781, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 275
56.791, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 274
56.801, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 274
56.811, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 274
56.821, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 274
56.831, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 273
56.841, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 273
56.851, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 273
56.861, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 273
56.871, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 273
56.881, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 273
56.891, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 272
56.901, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 272
56.911, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 272
56.921, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 272
56.931, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 272
56.941, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 272
56.951, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 272
56.961, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 272
56.971, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 272
56.981, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 272
56.991, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 271
57.001, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 271
57.011, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 271
57.021, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 271
57.031, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 271
57.041, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 271
57.051, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 271
57.061, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 271
57.071, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 270
57.081, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 270
57.091, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 270
57.101, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 270
57.111, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 270
57.121, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 270
57.131, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 271
57.141, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 271
57.151, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 272
57.161, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 272
57.171, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 273
57.181, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 274
57.191, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 275
57.201, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 275
57.211, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 276
57.221, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 276
57.231, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 277
57.241, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 278
57.251, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 279
57.261, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 280
57.271, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 280
57.281, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 281
57.291, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 281
57.301, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 282
57.311, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 283
57.322, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 283
57.331, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 284
57.341, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 285
57.351, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 286
57.361, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 286
57.371, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 287
57.381, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 287
57.391, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 288
57.401, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 289
57.411, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 289
57.421, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 290
57.431, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 290
57.441, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 291
57.451, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 291
57.461, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 292
57.471, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 292
57.481, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 292
57.491, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 293
57.501, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 294
57.511, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 294
57.521, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 294
57.531, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 295
57.541, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 295
57.551, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 296
57.563, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 296
57.571, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 297
57.581, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 297
57.591, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 297
57.601, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 297
57.611, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 298
57.621, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 299
57.631, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 299
57.641, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 299
57.651, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 300
57.661, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 300
57.671, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 301
57.681, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 301
57.691, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 301
57.701, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 301
57.711, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 301
57.721, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
57.731, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
57.741, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
57.751, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
57.761, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
57.771, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
57.781, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
57.791, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
57.801, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
57.811, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 303
57.821, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
57.831, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 303
57.841, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 303
57.851, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 303
57.861, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 303
57.871, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 303
57.881, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 303
57.891, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
57.901, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 303
57.911, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 303
57.921, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 303
57.931, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 303
57.941, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 303
57.951, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 303
57.961, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
57.971, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
57.981, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 303
57.991, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
58.001, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 303
58.011, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
58.021, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
58.031, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
58.041, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
58.051, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
58.061, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
58.071, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
58.081, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
58.091, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
58.101, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
58.111, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
58.121, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
58.131, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
58.141, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
58.151, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
58.161, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
58.171, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
58.181, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
58.191, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
58.201, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
58.211, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
58.221, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
58.231, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
58.241, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 302
58.251, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 301
58.262, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 301
58.271, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 301
58.281, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 301
58.291, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 301
58.301, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 301
58.311, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 301
58.321, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 301
58.331, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 301
58.341, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 301
58.351, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 301
58.361, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 301
58.371, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 301
58.381, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 300
58.391, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 300
58.401, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 300
58.411, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 300
58.421, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 300
58.431, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 300
58.441, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 300
58.451, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 300
58.461, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 300
58.471, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 300
58.481, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 300
58.491, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 300
58.501, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 299
58.511, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 300
58.521, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 299
58.531, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 299
58.541, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 299
58.551, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 299
58.561, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 299
58.571, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 299
58.581, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 299
58.591, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 299
58.601, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 299
58.611, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 299
58.621, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 298
58.631, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 298
58.641, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 298
58.651, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 298
58.661, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 298
58.671, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 298
58.681, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 298
58.691, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 298
58.701, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 298
58.711, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 297
58.721, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 297
58.731, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 297
58.741, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 297
58.751, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 297
58.761, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 297
58.771, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 297
58.781, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 297
58.791, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 297
58.801, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 296
58.811, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 296
58.821, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 296
58.831, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 296
58.841, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 296
58.851, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 296
58.861, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 296
58.871, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 296
58.881, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 296
58.891, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 295
58.901, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 296
58.911, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 295
58.921, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 295
58.931, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 295
58.941, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 295
58.951, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 295
58.962, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 295
58.971, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 295
58.981, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 295
58.991, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 294
59.001, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 294
59.011, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 294
59.021, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 294
59.031, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 294
59.041, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 294
59.051, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 294
59.061, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 294
59.072, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 294
59.082, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 294
59.091, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 293
59.101, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 293
59.111, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 293
59.121, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 293
59.131, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 293
59.141, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 293
59.151, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 292
59.161, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 292
59.171, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 292
59.181, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 292
59.191, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 292
59.201, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 292
59.211, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 292
59.221, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 292
59.231, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 292
59.241, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 292
59.251, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 291
59.261, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 291
59.271, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 291
59.281, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 291
59.291, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 291
59.301, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 290
59.311, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 291
59.321, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 290
59.331, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 290
59.342, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 290
59.351, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 290
59.361, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 290
